1000	2021-03-31T01:17:59.213550	model_1000_2.378314_3.071364.pkl	2.37831	3.07136
2000	2021-03-31T01:22:07.152443	model_2000_1.980064_3.023750.pkl	1.98006	3.02375
3000	2021-03-31T01:26:16.162545	model_3000_1.860420_3.011439.pkl	1.86042	3.01144
4000	2021-03-31T01:30:23.992071	model_4000_1.781257_3.013125.pkl	1.78126	3.01312
4999	2021-03-31T01:34:31.884446	model_4999_1.721822_3.020031.pkl	1.72182	3.02003
5999	2021-03-31T01:38:41.236104	model_5999_1.683510_3.016556.pkl	1.68351	3.01656
6998	2021-03-31T01:42:53.360555	model_6998_1.648356_3.012783.pkl	1.64836	3.01278
7998	2021-03-31T01:46:59.530588	model_7998_1.604176_3.013523.pkl	1.60418	3.01352
8997	2021-03-31T01:51:07.353057	model_8997_1.591922_3.020881.pkl	1.59192	3.02088
9997	2021-03-31T01:55:15.368653	model_9997_1.565369_3.011038.pkl	1.56537	3.01104
10997	2021-03-31T01:59:23.016725	model_10997_1.541221_3.030438.pkl	1.54122	3.03044
11997	2021-03-31T02:03:25.812613	model_11997_1.523385_3.024812.pkl	1.52339	3.02481
12996	2021-03-31T02:07:26.810376	model_12996_1.499879_3.031930.pkl	1.49988	3.03193
13996	2021-03-31T02:11:27.238026	model_13996_1.494341_3.025896.pkl	1.49434	3.0259
14996	2021-03-31T02:15:26.800766	model_14996_1.473756_3.027389.pkl	1.47376	3.02739
